TaxTaxNo,EMUIRN,KINGDOM,PHYLUM,CLASS,ORDER,FAMILY,GENUS,SUBGENUS,SPECIES,TAXON,AITHOR,AITHOR1
3421,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,acra,Turbonilla acra,"Dall & Bartsch, 1909",
3425,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,aepynota,Turbonilla aepynota,"Dall & Bartsch, 1909",
3438,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,asser,Turbonilla asser,"Dall & Bartsch, 1909",
3440,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,asuncionis,Turbonilla asuncionis,"Strong, 1949",
3441,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,attrita,Turbonilla attrita,"Dall & Bartsch, 1909",
3446,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,bakeri,Turbonilla bakeri,"Bartsch, 1912",
3448,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,barkleyensis,Turbonilla barkleyensis,"Bartsch, 1917",
3450,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,buttoni,Turbonilla buttoni,"Dall & Bartsch, 1909",
3454,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,canadensis,Turbonilla canadensis,"Bartsch, 1917",
3456,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,canfieldi,Turbonilla canfieldi,"Dall & Bartsch, 1907",
3460,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,cayucosensis,Turbonilla cayucosensis,"Willett, 1929",
3465,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,clarinda,Turbonilla clarinda,"Bartsch, 1912",
3475,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,diegensis,Turbonilla diegensis,"Dall & Bartsch, 1909",
3476,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,dracona,Turbonilla dracona,"Bartsch, 1912",
3479,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,enbergi,Turbonilla enbergi,"Bartsch, 1920",
3480,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,encella,Turbonilla encella,"(Bartsch, 1912)",
3490,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,fackenthallae,Turbonilla fackenthallae,"Smith & Gordon, 1948",
8078,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,greenhomensis,Turbonilla greenhomensis,"Addicott, 1970",
3502,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,grouardi,Turbonilla grouardi,"Willett, 1948",
3516,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,humerosa,Turbonilla humerosa,"Dall & Bartsch, 1909",
3518,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,hypolispa,Turbonilla hypolispa,"Dall & Bartsch, 1909",
3529,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,kelseyi,Turbonilla kelseyi,"Dall & Bartsch, 1909",
13325,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,lucana,Turbonilla lucana,"Dall & Bartsch, 1909",
3547,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,muricatoides,Turbonilla muricatoides,"Dall & Bartsch, 1907",
13323,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,paramoea,Turbonilla paramoea,"Dall & Bartsch, 1909",
3569,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,profundicola,Turbonilla profundicola,"Dall & Bartsch, 1909",
13314,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,raymondi,Turbonilla raymondi,"Dall & Bartsch, 1909",
3573,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,remondi,Turbonilla remondi,"Dall & Bartsch, 1909",
3584,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,santarosana,Turbonilla santarosana,"Dall & Bartsch, 1909",
3591,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,serrae,Turbonilla serrae,"Dall & Bartsch, 1907",
3593,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,simpsoni,Turbonilla simpsoni,"Dall & Bartsch, 1909",
3626,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,sp.,Turbonilla sp.,,
3631,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,stearnsii,Turbonilla stearnsii,"Dall & Bartsch, 1903",
3635,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,strongi,Turbonilla strongi,"Willett, 1931",
3636,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,stylina,Turbonilla stylina,"Carpenter, 1864",
3647,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,torquata,Turbonilla torquata,"(Gould, 1853)",
3648,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,tremperi,Turbonilla tremperi,"Bartsch, 1927",
3652,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,valdezi,Turbonilla valdezi,"(Dall & Bartsch, 1907)",
3653,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Turbonilla,,vancouverensis,Turbonilla vancouverensis,"(Baird, 1863)",
4420,203615,Animalia,Mollusca,Gastropoda,,Turbinidae,Turbo,,sp.,Turbo sp.,,
4422,,Animalia,Mollusca,Gastropoda,,Turbinidae,Turbo,,squamiger,Turbo squamiger,"Reeve, 1843",
7711,,Animalia,Mollusca,Gastropoda,,Turbinidae,Turbo,,topangensis,Turbo topangensis,"Arnold, 1907",
12131,204989,Animalia,Mollusca,Gastropoda,Vetigastropoda,Turbinidae,Turbo,,trilineatus,Turbo trilineatus,"Stanton, 1895",
12132,204990,Animalia,Mollusca,Gastropoda,Vetigastropoda,Turbinidae,Turbo,,wilburensis,Turbo wilburensis,"Stanton, 1895",
770,,Animalia,Mollusca,Gastropoda,,Chilodontidae,Turcica,,admirabilis,Turcica admirabilis,"Berry, 1969",
771,,Animalia,Mollusca,Gastropoda,,Chilodontidae,Turcica,,caffea,Turcica caffea,"(Gabb, 1865)",
775,,Animalia,Mollusca,Gastropoda,,Chilodontidae,Turcica,,sp.,Turcica sp.,,
11096,204075,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Turnus,,gregarius,Turnus gregarius,"Anderson, 1938",
11097,204076,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Turnus,,plenus,Turnus plenus,"Gabb, 1864",
12181,203616,Animalia,Mollusca,Bivalvia,Myida,Pholadidae,Turnus,,sp.,Turnus sp.,,
680,,Animalia,Mollusca,Gastropoda,,Cerithiidae,Turribittium,,jordani,Turribittium jordani,"(Strong, 1938)",
712,,Animalia,Mollusca,Gastropoda,,Cerithiidae,Turribittium,,sp.,Turribittium sp.,,
13004,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Turricula,,burroensis,Turricula burroensis,"(Nelson, 1925)",
13005,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Turricula,,calafia,Turricula calafia,"Nelson, 1925",
13207,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Turricula,,cooperi,Turricula cooperi,"(Dickerson, 1916)",
13006,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Turricula,,fairbanksi,Turricula fairbanksi,"(Dickerson, 1914)",
13007,204959,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Turricula,,merriami,Turricula merriami,"(Dickerson, 1914)",
13219,203617,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Turricula,,sp.,Turricula sp.,,
13008,,Animalia,Mollusca,Gastropoda,Neogastropoda,Drilliidae,Turricula,,waringi,Turricula waringi,"Nelson, 1925",
4445,203072,Animalia,Mollusca,Gastropoda,Neogastropoda,Turridae,Turridae,,indet.,Turridae indet.,,
7558,,Chromista,Foraminifera,,Foraminiferida,Turrilinidae,Turrilinidae,,indet.,Turrilinidae indet.,,
11697,203931,Animalia,Mollusca,Cephalopoda,Ammonoidea,Turritellidae,Turrilites,(Turrilites),dilleri,Turrilites (Turrilites) dilleri,"Murphy & Rodda, 1960",
11696,204415,Animalia,Mollusca,Cephalopoda,Ammonoidea,Turritellidae,Turrilites,,costatus,Turrilites costatus,"Lamarck, 1801",
11698,204792,Animalia,Mollusca,Cephalopoda,Ammonoidea,Turritellidae,Turrilites,,oregonensis,Turrilites oregonensis,"Gabb, 1869",
12366,203618,Animalia,Mollusca,Cephalopoda,Ammonoidea,Turritellidae,Turrilites,,sp.,Turrilites sp.,,
7145,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Turrilitidae,Turrilitidae,,indet.,Turrilitidae indet.,,
10123,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,abrupta,Turritella abrupta,"Spieker, 1922",
7709,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,andersoni,Turritella andersoni,"Dickerson, 1916",
13095,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,andersoni susanae,Turritella andersoni susanae,"Merriam, 1941",
7866,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,blakeleyensis,Turritella blakeleyensis,"Weaver, 1912",
7867,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,bramkampi,Turritella bramkampi,"Merriam & Turner, 1937",
7701,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,buwaldana,Turritella buwaldana,"Dickerson, 1916",
7868,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,carrisaensis,Turritella carrisaensis,"Anderson & Martin, 1914",
7869,205037,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,chaneyi chaneyi,Turritella chaneyi chaneyi,"Merriam, 1941",
12050,205036,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,chaneyi orienda,Turritella chaneyi orienda,"Saul, 1983",
12051,205035,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,chaneyi vedderi,Turritella chaneyi vedderi,"Saul, 1983",
7870,205031,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,chicoensis,Turritella chicoensis,"Gabb, 1864",
12052,205038,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,chicoensis holzana,Turritella chicoensis holzana,"Saul, 1983",
12053,205039,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,chicoensis pescaderoensis,Turritella chicoensis pescaderoensis,"Arnold, 1908",
5068,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,cingulata,Turritella cingulata,"Sowerby I, 1825",
4471,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,clarionensis,Turritella clarionensis,"Hertlein & Strong, 1951",
7871,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,cooperi,Turritella cooperi,"Carpenter, 1864",
7872,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,coreyi,Turritella coreyi,"Merriam, 1941",
13096,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,cornuatus,Turritella cornuatus,"Zinsmeister, 1983",
7873,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,diversilineata,Turritella diversilineata,"Merriam, 1897",
12054,204603,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,durhami,Turritella durhami,"Allison, 1955",
12055,204604,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,encina,Turritella encina,"Squires & Saul, 2006",
7874,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,freya,Turritella freya,"Nomland, 1917",
8115,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,gonostoma,Turritella gonostoma,"Valenciennes, 1832",
8297,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,hamiltonensis,Turritella hamiltonensis,"Clark, 1932",
7875,206686,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,hannai,Turritella hannai,"Nelson, 1925",
7876,204844,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,hearni,Turritella hearni,"Merriam, 1941",
4474,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,hemphilli,Turritella hemphilli,"Merriam, 1941",
7877,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,hoffmannii,Turritella hoffmannii,"Gabb, 1866",
7878,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,imperialis,Turritella imperialis,"Hanna, 1926",
7879,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,inezana,Turritella inezana,"Conrad, 1857",
7880,205032,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,infragranulata,Turritella infragranulata,"Gabb, 1864",
7881,204845,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,infralineata,Turritella infralineata,"Gabb, 1864",
12059,204846,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,iota,Turritella iota,"Popenoe, 1937",
8298,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,jewettii,Turritella jewettii,"Carpenter, 1864",
13097,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,keaseyensis,Turritella keaseyensis,"Hickman, 1980",
7708,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,kernensis,Turritella kernensis,"Addicott, 1970",
7882,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,lawsoni,Turritella lawsoni,"Dickerson, 1916",
4476,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,leucostoma,Turritella leucostoma,"Valenciennes, 1832",
8299,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,margaritana,Turritella margaritana,"Nomland, 1917",
7720,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,meganosensis,Turritella meganosensis,"Clark & Woodford, 1927",
7718,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,merriami,Turritella merriami,"Dickerson, 1913",
8301,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,moodyi,Turritella moodyi,"Merriam, 1941",
4477,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,nodulosa,Turritella nodulosa,"King, 1832",
7725,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,ocoyana,Turritella ocoyana,"Conrad, 1855",
4478,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,oregonensis,Turritella oregonensis,"(Conrad, 1849)",
12060,204847,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,ossa,Turritella ossa,"Popenoe, 1937",
7883,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,pachecoensis,Turritella pachecoensis,"Stanton, 1896",
7884,204848,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,packardi,Turritella packardi,"Merriam, 1941",
8116,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,padronesensis,Turritella padronesensis,"Grant & Eaton, 1941",
7885,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,pedroensis,Turritella pedroensis,"Merriam, 1941",
12061,205057,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,peninsularis adelaidana,Turritella peninsularis adelaidana,"Merriam, 1941",
12062,205058,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,peninsularis peninsularis,Turritella peninsularis peninsularis,"Anderson & Hanna, 1935",
12063,205059,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,peninsularis quaylei,Turritella peninsularis quaylei,"Saul, 1983",
7886,204849,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,petersoni,Turritella petersoni,"Merriam, 1941",
4481,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,pittsburgensis,Turritella pittsburgensis,"Moore, 1976",
7887,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,polynominata,Turritella polynominata,"Hanna, 1924",
4482,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,porterensis,Turritella porterensis,"Weaver, 1912",
4483,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,radula,Turritella radula,"Kiener, 1843",
7888,204850,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,reversa,Turritella reversa,"Waring, 1917",
12064,204850,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,reversa,Turritella reversa,"Waring, 1917",
4484,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,rubescens,Turritella rubescens,"Reeve, 1849",
7889,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,sargeanti,Turritella sargeanti,"Anderson & Hanna, 1925",
7890,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,schencki,Turritella schencki,"Merriam, 1941",
7891,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,scrippsensis,Turritella scrippsensis,"Hanna, 1927",
12065,204851,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,seriatimgranulata,Turritella seriatimgranulata,"Roemer, 1849",
4486,203619,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,sp.,Turritella sp.,,
7892,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,stocki,Turritella stocki,"Merriam, 1941",
7893,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,subuvasana,Turritella subuvasana,"Nelson, 1925",
7894,206687,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,susanaensis,Turritella susanaensis,"Nelson, 1925",
7895,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,tejonensis,Turritella tejonensis,"Merriam, 1941",
7702,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,temblorensis,Turritella temblorensis,"Wiedey, 1928",
7896,204852,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,tolenasensis,Turritella tolenasensis,"Merriam, 1941",
13214,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,uvasana applini,Turritella uvasana applini,"Hanna, 1927",
13213,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,uvasana infera,Turritella uvasana infera,"Merriam, 1941",
7705,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,uvasana uvasana,Turritella uvasana uvasana,"Conrad, 1865",
7897,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,vaderensis,Turritella vaderensis,"Weaver & Palmer, 1922",
8117,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,vanvlecki,Turritella vanvlecki,"Arnold, 1910",
7898,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,variata,Turritella variata,"Conrad, 1857",
12066,205062,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Turritellidae,Turritella,,webbi paynei,Turritella webbi paynei,"Saul, 1983",
12067,205061,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Turritellidae,Turritella,,webbi webbi,Turritella webbi webbi,"Saul, 1983",
4488,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,wheatlandensis,Turritella wheatlandensis,"Clark & Anderson, 1938",
8302,,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritella,,wittichi,Turritella wittichi,"Hertlein & Jordan, 1927",
12068,204853,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Turritellidae,Turritella,,xylina,Turritella xylina,"Squires & Saul, 2006",
4475,203112,Animalia,Mollusca,Gastropoda,,Turritellidae,Turritellidae,,indet.,Turritellidae indet.,,
8258,,Animalia,Mollusca,Gastropoda,,Mathildidae,Turritellopsis,,weaveri,Turritellopsis weaveri,"(Van Winkle, 1918)",
3671,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Turritriton,,gibbosum,Turritriton gibbosum,"(Broderip, 1833)",
3683,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Turritriton,,sp.,Turritriton sp.,,
514,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Turritropis,,cancellata,Turritropis cancellata,"(Hinds, 1843)",
519,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Capulidae,Turritropis,,sp.,Turritropis sp.,,
4490,,Animalia,Mollusca,Bivalvia,Veneroida,Turtoniidae,Turtonia,,minuta,Turtonia minuta,"(Fabricius, 1780)",
4491,,Animalia,Mollusca,Bivalvia,Veneroida,Turtoniidae,Turtonia,,sp.,Turtonia sp.,,
4489,,Animalia,Mollusca,Bivalvia,Veneroida,Turtoniidae,Turtoniidae,,indet.,Turtoniidae indet.,,
12747,,Animalia,Arthropoda,Thylacocephala,,,Tuzoia,,sp.,Tuzoia sp.,,
25,,Animalia,Mollusca,Gastropoda,Anaspidea,Akeridae,Tylodina,,fungina,Tylodina fungina,"Gabb, 1865",
29,,Animalia,Mollusca,Gastropoda,Anaspidea,Akeridae,Tylodina,,sp.,Tylodina sp.,,
4492,,Animalia,Mollusca,Gastropoda,Notaspidea,Tylodinidae,Tylodinidae,,indet.,Tylodinidae indet.,,
11909,203878,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tylostomatidae,Tylostoma,(Tylostoma),mutabilis,Tylostoma (Tylostoma) mutabilis,"Gabb, 1869",
11908,204466,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tylostomatidae,Tylostoma,,allisoni,Tylostoma allisoni,"Squires & Saul, 2004",
11910,204467,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tylostomatidae,Tylostoma,,garzana,Tylostoma garzana,"(Anderson, 1958)",
12440,203620,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tylostomatidae,Tylostoma,,sp.,Tylostoma sp.,,
12610,203050,Animalia,Mollusca,Gastropoda,Littorinimorpha,Tylostomatidae,Tylostomatidae,,indet.,Tylostomatidae indet.,,
13136,,Animalia,Arthropoda,Trilobita,Ptychoparida,Alokistocaridae,Tympanuella,,granulosa,Tympanuella granulosa,"(Sundberg, 1994)",
13135,,Animalia,Arthropoda,Trilobita,Ptychoparida,Alokistocaridae,Tympanuella,,sp.,Tympanuella sp.,,
10044,,Animalia,Arthropoda,Trilobita,Ptychoparida,Alokistocaridae,Tympanuella,,transversa,Tympanuella transversa,"(Sundberg, 1999)",
8017,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Typhina,(Talityphis),lampada,Typhina (Talityphis) lampada,"(Keen, 1943)",
2322,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Typhina,(Talityphis),latipennis,Typhina (Talityphis) latipennis,"(Dall, 1919)",
2410,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Typhina,(Talityphis),sp.,Typhina (Talityphis) sp.,,
2280,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Typhisala,,clarki,Typhisala clarki,"(Keen & Campbell, 1964)",
2411,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Typhisala,,sp.,Typhisala sp.,,
288,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Tyrannoberringius,,rex,Tyrannoberringius rex,"Marincovich, 1981",
317,,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Tyrannoberringius,,sp.,Tyrannoberringius sp.,,
13128,,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Uca,,ornata,Uca ornata,"(Smith, 1870)",
12042,204854,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Procerithiidae,Uchauxia,,beali,Uchauxia beali,"Allison, 1955",
12043,204855,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Procerithiidae,Uchauxia,,kirki,Uchauxia kirki,"Allison, 1955",
12498,203621,Animalia,Mollusca,Gastropoda,Sorbeoconcha,Procerithiidae,Uchauxia,,sp.,Uchauxia sp.,,
3527,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Ugartea,,juani,Ugartea juani,"(Bartsch, 1917)",
3564,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Ugartea,,periscelida,Ugartea periscelida,"(Dall & Bartsch, 1909)",
3627,,Animalia,Mollusca,Gastropoda,Heterostropha,Pyramidellidae,Ugartea,,sp.,Ugartea sp.,,
6792,,Animalia,Echinodermata,Crinoidea,Articulata (Crinoidea),Uintacrinidae,Uintacrinidae,,indet.,Uintacrinidae indet.,,
6628,,Animalia,Bryozoa,Gymnolaemata,Cheilostomata,Umbonulidae,Umbonulidae,,indet.,Umbonulidae indet.,,
6182,,Animalia,Arthropoda,Insecta,Protelytroptera,Umenocoleidae,Umenocoleidae,,indet.,Umenocoleidae indet.,,
7479,,Ichnofossil,,,,,Umfolozia,,isp.,Umfolozia isp.,,
9286,,Animalia,Arthropoda,Trilobita,Ptychopariida,Crepicephalidae,Uncaspis,,unca,Uncaspis unca,"(Walcott, 1916)",
6507,,Animalia,Brachiopoda,Rhynchonellata,Rhynchonellida,Uncinulidae,Uncinulidae,,indet.,Uncinulidae indet.,,
6419,,Animalia,Brachiopoda,Rhynchonellata,Athyridida,Uncitidae,Uncitidae,,indet.,Uncitidae indet.,,
7480,,Ichnofossil,,,,,Undichnia,,isp.,Undichnia isp.,,
2869,,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Undulostrea,,megodon,Undulostrea megodon,"(Hanley, 1846)",
2881,,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Undulostrea,,sp.,Undulostrea sp.,,
4502,203040,Animalia,Mollusca,Bivalvia,Veneroida,Ungulinidae,Ungulinidae,,indet.,Ungulinidae indet.,,
4244,,Animalia,Mollusca,Bivalvia,Myoida,Teredinidae,Uperotus,,panamensis,Uperotus panamensis,"(Bartsch, 1922)",
4252,,Animalia,Mollusca,Bivalvia,Myoida,Teredinidae,Uperotus,,sp.,Uperotus sp.,,
7338,,Animalia,Porifera,Hyalospongea,Lyssakida,Uphantenidae,Uphantenidae,,indet.,Uphantenidae indet.,,
6942,,Animalia,Echinodermata,Stelleroidea,Forcipulatida,Urasterellidae,Urasterellidae,,indet.,Urasterellidae indet.,,
13244,,Animalia,Chordata,Chondrichthyes,Myliobatiformes,Urotrygonidae,Urolophus,,halleri,Urolophus halleri,"(Cooper, 1863)",
2412,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,,sp.,Urosalpinx sp.,,
2420,,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,,subangulata,Urosalpinx subangulata,"(Stearns, 1873)",
13275,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ficidae,Urosyca,,caudata,Urosyca caudata,"Gabb, 1869",
13276,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ficidae,Urosyca,,robusta,Urosyca robusta,"Weaver, 1905",
7146,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Ussuriidae,Ussuriidae,,indet.,Ussuriidae indet.,,
7147,,Animalia,Mollusca,Cephalopoda,Ammonoidea,Ussuritidae,Ussuritidae,,indet.,Ussuritidae indet.,,
