index,SitSiteNumber,AdmOriginalData 1,AdmOriginalData 4,IPCollName_tab 1,IPCollName_tab 2,IPCollName_tab 3,IPCollName_tab 4,IPCollName_tab,IPCollName_tab (verbatim),IPStartDate0,IPEndDate0,Date (verbatim)
33523,LACMIP 40912,,,unknown,,,,unknown,,,,
33524,LACMIP 40913,,,unknown,,,,unknown,,,,
33525,LACMIP 40914,,,unknown,,,,unknown,,,,
33526,LACMIP 40915,,,unknown,,,,unknown,,,,
33527,LACMIP 40916,,,unknown,,,,unknown,,,,
33528,LACMIP 40917,,,unknown,,,,unknown,,,,
33529,LACMIP 40918,VERBATIM COLLECTOR NAME: A. Fritsche,FORMATTED COLLECTOR NAME: A. E. Fritsche,A. Fritsche,,,,A. Fritsche,A. Fritsche,,,
33530,LACMIP 40919,VERBATIM COLLECTOR NAME: A. Fritsche,FORMATTED COLLECTOR NAME: A. E. Fritsche,A. Fritsche,,,,A. Fritsche,A. Fritsche,,,
33531,LACMIP 40920,VERBATIM COLLECTOR NAME: A. Fritsche,FORMATTED COLLECTOR NAME: A. E. Fritsche,A. Fritsche,,,,A. Fritsche,A. Fritsche,,,
33532,LACMIP 40921,VERBATIM COLLECTOR NAME: A. Fritsche,FORMATTED COLLECTOR NAME: A. E. Fritsche,A. Fritsche,,,,A. Fritsche,A. Fritsche,,,
33533,LACMIP 40922,VERBATIM COLLECTOR NAME: A. Fritsche,FORMATTED COLLECTOR NAME: A. E. Fritsche,A. Fritsche,,,,A. Fritsche,A. Fritsche,,,
33534,LACMIP 40923,VERBATIM COLLECTOR NAME: A. Fritsche,FORMATTED COLLECTOR NAME: A. E. Fritsche,A. Fritsche,,,,A. Fritsche,A. Fritsche,,,
33535,LACMIP 40924,VERBATIM COLLECTOR NAME: A. Fritsche,FORMATTED COLLECTOR NAME: A. E. Fritsche,A. Fritsche,,,,A. Fritsche,A. Fritsche,,,
33536,LACMIP 40925,VERBATIM COLLECTOR NAME: A. Fritsche,FORMATTED COLLECTOR NAME: A. E. Fritsche,A. Fritsche,,,,A. Fritsche,A. Fritsche,,,
33537,LACMIP 40926,VERBATIM COLLECTOR NAME: A. Fritsche,FORMATTED COLLECTOR NAME: A. E. Fritsche,A. Fritsche,,,,A. Fritsche,A. Fritsche,,,
33538,LACMIP 40927,,,unknown,,,,unknown,,,,
33539,LACMIP 40928,,,unknown,,,,unknown,,,,
33540,LACMIP 40929,,,unknown,,,,unknown,,,,
33541,LACMIP 40930,,,unknown,,,,unknown,,,,
33542,LACMIP 40931,,,unknown,,,,unknown,,,,
33543,LACMIP 40932,,,unknown,,,,unknown,,,,
33544,LACMIP 40933,,,unknown,,,,unknown,,,,
33545,LACMIP 40934,,,unknown,,,,unknown,,,,
33546,LACMIP 40935,,,unknown,,,,unknown,,,,
33547,LACMIP 40937,,,unknown,,,,unknown,,,,
33548,LACMIP 40938,,,unknown,,,,unknown,,,,
33549,LACMIP 40939,,,unknown,,,,unknown,,,,
33550,LACMIP 40940,,,unknown,,,,unknown,,,,
33551,LACMIP 40941,,,unknown,,,,unknown,,,,
33552,LACMIP 40943,,,unknown,,,,unknown,,,,
33553,LACMIP 40944,,,unknown,,,,unknown,,,,
33554,LACMIP 40945,,,unknown,,,,unknown,,,,
33555,LACMIP 40951,,,unknown,,,,unknown,,,,
33556,LACMIP 40952,,,unknown,,,,unknown,,,,
33557,LACMIP 40953,,,unknown,,,,unknown,,,,
33558,LACMIP 40954,,,unknown,,,,unknown,,,,
33559,LACMIP 40977,,,unknown,,,,unknown,,,,
33560,LACMIP 40982,,,unknown,,,,unknown,,,,
33561,LACMIP 40985,,,unknown,,,,unknown,,,,
33562,LACMIP 40986,,,unknown,,,,unknown,,,,
33563,LACMIP 40988,,,unknown,,,,unknown,,,,
33564,LACMIP 40989,,,unknown,,,,unknown,,,,
33565,LACMIP 40991,,,unknown,,,,unknown,,,,
33566,LACMIP 40992,,,unknown,,,,unknown,,,,
33567,LACMIP 40993,,,unknown,,,,unknown,,,,
33568,LACMIP 41000,,,unknown,,,,unknown,,,,
33569,LACMIP 41001,,,unknown,,,,unknown,,,,
33570,LACMIP 41002,,,unknown,,,,unknown,,,,
33571,LACMIP 41003,,,unknown,,,,unknown,,,,
33572,LACMIP 41004,,,unknown,,,,unknown,,,,
33573,LACMIP 41005,,,unknown,,,,unknown,,,,
33574,LACMIP 41006,,,unknown,,,,unknown,,,,
33575,LACMIP 41007,,,unknown,,,,unknown,,,,
33576,LACMIP 41008,,,unknown,,,,unknown,,,,
33577,LACMIP 41009,,,unknown,,,,unknown,,,,
33578,LACMIP 41010,,,unknown,,,,unknown,,,,
33579,LACMIP 41011,,,unknown,,,,unknown,,,,
33580,LACMIP 41012,,,unknown,,,,unknown,,,,
33581,LACMIP 41013,,,unknown,,,,unknown,,,,
33582,LACMIP 41014,,,unknown,,,,unknown,,,,
33583,LACMIP 41015,,,unknown,,,,unknown,,,,
33584,LACMIP 41016,,,unknown,,,,unknown,,,,
33585,LACMIP 41017,,,unknown,,,,unknown,,,,
33586,LACMIP 41018,,,unknown,,,,unknown,,,,
33587,LACMIP 41019,,,unknown,,,,unknown,,,,
33588,LACMIP 41020,,,unknown,,,,unknown,,,,
33589,LACMIP 41021,,,unknown,,,,unknown,,,,
33590,LACMIP 41022,,,unknown,,,,unknown,,,,
33591,LACMIP 41023,,,unknown,,,,unknown,,,,
33592,LACMIP 41024,,,unknown,,,,unknown,,,,
33593,LACMIP 41025,,,unknown,,,,unknown,,,,
33594,LACMIP 41026,,,unknown,,,,unknown,,,,
33595,LACMIP 41027,,,unknown,,,,unknown,,,,
33596,LACMIP 41028,,,unknown,,,,unknown,,,,
33597,LACMIP 41029,,,unknown,,,,unknown,,,,
33598,LACMIP 41030,,,unknown,,,,unknown,,,,
33599,LACMIP 41031,,,unknown,,,,unknown,,,,
33600,LACMIP 41032,,,unknown,,,,unknown,,,,
33601,LACMIP 41035,,,unknown,,,,unknown,,,,
33602,LACMIP 41037,,,unknown,,,,unknown,,,,
33603,LACMIP 41038,,,unknown,,,,unknown,,,,
33605,LACMIP 41041,,,unknown,,,,unknown,,,,
33606,LACMIP 41042,,,unknown,,,,unknown,,,,
33607,LACMIP 41043,,,unknown,,,,unknown,,,,
33608,LACMIP 41044,,,unknown,,,,unknown,,,,
33609,LACMIP 41045,,,unknown,,,,unknown,,,,
33610,LACMIP 41046,,,unknown,,,,unknown,,,,
33611,LACMIP 41047,,,unknown,,,,unknown,,,,
33612,LACMIP 41049,,,unknown,,,,unknown,,,,
33613,LACMIP 41050,,,unknown,,,,unknown,,,,
33614,LACMIP 41054,,,unknown,,,,unknown,,,,
33615,LACMIP 41055,,,unknown,,,,unknown,,,,
33616,LACMIP 41056,,,unknown,,,,unknown,,,,
33617,LACMIP 41057,,,unknown,,,,unknown,,,,
33618,LACMIP 41058,,,unknown,,,,unknown,,,,
33619,LACMIP 41059,,,unknown,,,,unknown,,,,
33620,LACMIP 41060,,,unknown,,,,unknown,,,,
33621,LACMIP 41061,,,unknown,,,,unknown,,,,
33622,LACMIP 41062,,,unknown,,,,unknown,,,,
33623,LACMIP 41063,,,unknown,,,,unknown,,,,
33624,LACMIP 41064,,,unknown,,,,unknown,,,,
33625,LACMIP 41065,,,unknown,,,,unknown,,,,
33626,LACMIP 41081,,,unknown,,,,unknown,,,,
33627,LACMIP 41082,,,unknown,,,,unknown,,,,
33628,LACMIP 41085,,,unknown,,,,unknown,,,,
33629,LACMIP 41086,,,unknown,,,,unknown,,,,
33630,LACMIP 41087,,,unknown,,,,unknown,,,,
33631,LACMIP 41088,,,unknown,,,,unknown,,,,
33632,LACMIP 41089,,,unknown,,,,unknown,,,,
33633,LACMIP 41090,,,unknown,,,,unknown,,,,
33634,LACMIP 41091,,,unknown,,,,unknown,,,,
33635,LACMIP 41092,,,unknown,,,,unknown,,,,
33636,LACMIP 41094,,,unknown,,,,unknown,,,,
33637,LACMIP 41095,,,unknown,,,,unknown,,,,
33638,LACMIP 41098,,,unknown,,,,unknown,,,,
33639,LACMIP 41104,,,unknown,,,,unknown,,,,
33640,LACMIP 41111,,,unknown,,,,unknown,,,,
33641,LACMIP 41117,,,unknown,,,,unknown,,,,
33642,LACMIP 41118,,,unknown,,,,unknown,,,,
33643,LACMIP 41119,,,unknown,,,,unknown,,,,
33644,LACMIP 41124,,,unknown,,,,unknown,,,,
33645,LACMIP 41125,,,unknown,,,,unknown,,,,
33646,LACMIP 41126,,,unknown,,,,unknown,,,,
33647,LACMIP 41127,,,unknown,,,,unknown,,,,
33648,LACMIP 41133,,,unknown,,,,unknown,,,,
33649,LACMIP 41134,,,unknown,,,,unknown,,,,
33650,LACMIP 41135,,,unknown,,,,unknown,,,,
33651,LACMIP 41136,,,unknown,,,,unknown,,,,
33652,LACMIP 41137,,,unknown,,,,unknown,,,,
33653,LACMIP 41139,,,unknown,,,,unknown,,,,
33654,LACMIP 41140,,,unknown,,,,unknown,,,,
33655,LACMIP 41166,,,unknown,,,,unknown,,,,
33656,LACMIP 41167,,,unknown,,,,unknown,,,,
33657,LACMIP 41168,,,unknown,,,,unknown,,,,
33658,LACMIP 41169,,,unknown,,,,unknown,,,,
33659,LACMIP 41170,,,unknown,,,,unknown,,,,
33660,LACMIP 41171,,,unknown,,,,unknown,,,,
33661,LACMIP 41172,,,unknown,,,,unknown,,,,
33662,LACMIP 41173,,,unknown,,,,unknown,,,,
33663,LACMIP 41174,,,unknown,,,,unknown,,,,
33664,LACMIP 41175,,,unknown,,,,unknown,,,,
33665,LACMIP 41176,,,unknown,,,,unknown,,,,
33666,LACMIP 41177,,,unknown,,,,unknown,,,,
33667,LACMIP 41178,,,unknown,,,,unknown,,,,
33668,LACMIP 41179,,,unknown,,,,unknown,,,,
33669,LACMIP 41180,,,unknown,,,,unknown,,,,
33670,LACMIP 41181,,,unknown,,,,unknown,,,,
33671,LACMIP 41182,,,unknown,,,,unknown,,,,
33672,LACMIP 41183,,,unknown,,,,unknown,,,,
33673,LACMIP 41184,,,unknown,,,,unknown,,,,
33674,LACMIP 41185,,,unknown,,,,unknown,,,,
33675,LACMIP 41186,,,unknown,,,,unknown,,,,
33676,LACMIP 41198,,,unknown,,,,unknown,,,,
33677,LACMIP 41199,VERBATIM COLLECTOR NAME: M. Kirby,FORMATTED COLLECTOR NAME: Michael X. Kirby,M. Kirby,,,,M. Kirby,M. Kirby,,,
33682,LACMIP 41204,,,unknown,,,,unknown,,,,
33683,LACMIP 41205,,,unknown,,,,unknown,,,,
33684,LACMIP 41206,VERBATIM COLLECTOR NAME: R. Squires,FORMATTED COLLECTOR NAME: Richard Squires,R. Squires,,,,R. Squires,R. Squires,,,
33685,LACMIP 41207,,,unknown,,,,unknown,,,,
33687,LACMIP 41209,,,unknown,,,,unknown,,,,
33688,LACMIP 41210,,,unknown,,,,unknown,,,,
33689,LACMIP 41211,,,unknown,,,,unknown,,,,
33690,LACMIP 41212,,,unknown,,,,unknown,,,,
33694,LACMIP 41216,,,unknown,,,,unknown,,,,
33695,LACMIP 41217,,,unknown,,,,unknown,,,,
33696,LACMIP 41218,,,unknown,,,,unknown,,,,
33697,LACMIP 41228,,,unknown,,,,unknown,,,,
33698,LACMIP 41229,,,unknown,,,,unknown,,,,
33699,LACMIP 41230,,,unknown,,,,unknown,,,,
33700,LACMIP 41231,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33701,LACMIP 41232,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33702,LACMIP 41233,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33703,LACMIP 41234,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33704,LACMIP 41235,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33705,LACMIP 41236,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33708,LACMIP 41262,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33709,LACMIP 41263,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33710,LACMIP 41264,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33711,LACMIP 41265,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33712,LACMIP 41266,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33714,LACMIP 41268,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33715,LACMIP 41277,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33716,LACMIP 41278,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33717,LACMIP 41279,VERBATIM COLLECTOR NAME: G. Freitag,FORMATTED COLLECTOR NAME: George Freitag,G. Freitag,,,,G. Freitag,G. Freitag,,,
33718,LACMIP 41287,,,unknown,,,,unknown,,,,
33719,LACMIP 41292,,,unknown,,,,unknown,,,,
33720,LACMIP 41293,,,unknown,,,,unknown,,,,
33721,LACMIP 41428,,,unknown,,,,unknown,,,,
33722,LACMIP 41449,,,unknown,,,,unknown,,,,
33723,LACMIP 41454,,,unknown,,,,unknown,,,,
33724,LACMIP 41455,,,unknown,,,,unknown,,,,
33725,LACMIP 41456,,,unknown,,,,unknown,,,,
33726,LACMIP 41457,,,unknown,,,,unknown,,,,
33727,LACMIP 41458,,,unknown,,,,unknown,,,,
33728,LACMIP 41459,,,unknown,,,,unknown,,,,
33729,LACMIP 41461,,,unknown,,,,unknown,,,,
33730,LACMIP 41462,,,unknown,,,,unknown,,,,
33731,LACMIP 41472,,,unknown,,,,unknown,,,,
33732,LACMIP 41473,,,unknown,,,,unknown,,,,
33733,LACMIP 41474,,,unknown,,,,unknown,,,,
33734,LACMIP 41475,,,unknown,,,,unknown,,,,
33735,LACMIP 41476,,,unknown,,,,unknown,,,,
33736,LACMIP 41477,,,unknown,,,,unknown,,,,
33737,LACMIP 41478,,,unknown,,,,unknown,,,,
33738,LACMIP 41479,,,unknown,,,,unknown,,,,
33739,LACMIP 41480,,,unknown,,,,unknown,,,,
33740,LACMIP 41481,,,unknown,,,,unknown,,,,
33741,LACMIP 41482,,,unknown,,,,unknown,,,,
33742,LACMIP 41483,,,unknown,,,,unknown,,,,
33743,LACMIP 41484,,,unknown,,,,unknown,,,,
33744,LACMIP 41485,,,unknown,,,,unknown,,,,
33745,LACMIP 41486,,,unknown,,,,unknown,,,,
33746,LACMIP 41487,,,unknown,,,,unknown,,,,
33747,LACMIP 41488,,,unknown,,,,unknown,,,,
33748,LACMIP 41489,,,unknown,,,,unknown,,,,
33749,LACMIP 41490,,,unknown,,,,unknown,,,,
33751,LACMIP 41493,,,unknown,,,,unknown,,,,
33752,LACMIP 41494,,,unknown,,,,unknown,,,,
33753,LACMIP 41496,,,unknown,,,,unknown,,,,
33754,LACMIP 41497,,,unknown,,,,unknown,,,,
33755,LACMIP 41498,,,unknown,,,,unknown,,,,
33756,LACMIP 41499,,,unknown,,,,unknown,,,,
33757,LACMIP 41500,,,unknown,,,,unknown,,,,
33758,LACMIP 41504,,,unknown,,,,unknown,,,,
33759,LACMIP 41505,,,unknown,,,,unknown,,,,
33760,LACMIP 41506,,,unknown,,,,unknown,,,,
33761,LACMIP 41507,,,unknown,,,,unknown,,,,
33762,LACMIP 41508,,,unknown,,,,unknown,,,,
33763,LACMIP 41509,,,unknown,,,,unknown,,,,
33764,LACMIP 41522,,,unknown,,,,unknown,,,,
33765,LACMIP 41523,,,unknown,,,,unknown,,,,
33766,LACMIP 41524,VERBATIM COLLECTOR NAME: R. Squires,FORMATTED COLLECTOR NAME: Richard Squires,R. Squires,,,,R. Squires,R. Squires,,,
33767,LACMIP 41540,,,unknown,,,,unknown,,,,
33768,LACMIP 41561,,,unknown,,,,unknown,,,,
33769,LACMIP 41562,,,unknown,,,,unknown,,,,
33770,LACMIP 41571,,,unknown,,,,unknown,,,,
33771,LACMIP 41572,,,unknown,,,,unknown,,,,
33772,LACMIP 41579,,,unknown,,,,unknown,,,,
33773,LACMIP 41602,VERBATIM COLLECTOR NAME: R. Squires,FORMATTED COLLECTOR NAME: Richard Squires,R. Squires,,,,R. Squires,R. Squires,,,
33774,LACMIP 41617,,,unknown,,,,unknown,,,,
33775,LACMIP 41619,,,unknown,,,,unknown,,,,
33776,LACMIP 41620,,,unknown,,,,unknown,,,,
33777,LACMIP 41626,,,unknown,,,,unknown,,,,
33778,LACMIP 41627,,,unknown,,,,unknown,,,,
33779,LACMIP 41628,,,unknown,,,,unknown,,,,
33780,LACMIP 41629,,,unknown,,,,unknown,,,,
33781,LACMIP 41630,,,unknown,,,,unknown,,,,
33782,LACMIP 41631,,,unknown,,,,unknown,,,,
33783,LACMIP 41632,,,unknown,,,,unknown,,,,
33784,LACMIP 41633,,,unknown,,,,unknown,,,,
33785,LACMIP 41634,,,unknown,,,,unknown,,,,
33786,LACMIP 41635,,,unknown,,,,unknown,,,,
33787,LACMIP 41636,,,unknown,,,,unknown,,,,
33788,LACMIP 41637,,,unknown,,,,unknown,,,,
33789,LACMIP 41638,,,unknown,,,,unknown,,,,
33790,LACMIP 41639,,,unknown,,,,unknown,,,,
33791,LACMIP 41640,,,unknown,,,,unknown,,,,
33792,LACMIP 41641,,,unknown,,,,unknown,,,,
33793,LACMIP 41642,,,unknown,,,,unknown,,,,
33794,LACMIP 41643,,,unknown,,,,unknown,,,,
33795,LACMIP 41644,,,unknown,,,,unknown,,,,
33796,LACMIP 41645,,,unknown,,,,unknown,,,,
33797,LACMIP 41646,,,unknown,,,,unknown,,,,
33798,LACMIP 41647,,,unknown,,,,unknown,,,,
33799,LACMIP 41648,,,unknown,,,,unknown,,,,
33802,LACMIP 41660,,,unknown,,,,unknown,,,,
33803,LACMIP 41681,,,unknown,,,,unknown,,,,
33804,LACMIP 41684,,,unknown,,,,unknown,,,,
33806,LACMIP 41697,"VERBATIM COLLECTOR NAME: Meals, H.",FORMATTED COLLECTOR NAME: Harold S. Meals,H. Meals,,,,H. Meals,H. Meals,,,
33807,LACMIP 41699,,,unknown,,,,unknown,,,,
33808,LACMIP 41700,,,unknown,,,,unknown,,,,
33809,LACMIP 41701,,,unknown,,,,unknown,,,,
33810,LACMIP 41702,,,unknown,,,,unknown,,,,
33811,LACMIP 41703,,,unknown,,,,unknown,,,,
33812,LACMIP 41704,,,unknown,,,,unknown,,,,
33813,LACMIP 41713,,,unknown,,,,unknown,,,,
33814,LACMIP 41714,,,unknown,,,,unknown,,,,
33815,LACMIP 41715,,,unknown,,,,unknown,,,,
33816,LACMIP 41716,,,unknown,,,,unknown,,,,
33817,LACMIP 41717,,,unknown,,,,unknown,,,,
33818,LACMIP 41718,,,unknown,,,,unknown,,,,
33819,LACMIP 41719,,,unknown,,,,unknown,,,,
33820,LACMIP 41720,,,unknown,,,,unknown,,,,
33821,LACMIP 41721,,,unknown,,,,unknown,,,,
33822,LACMIP 41723,,,unknown,,,,unknown,,,,
33823,LACMIP 41724,,,unknown,,,,unknown,,,,
33824,LACMIP 41726,,,unknown,,,,unknown,,,,
33825,LACMIP 41728,,,unknown,,,,unknown,,,,
33826,LACMIP 41731,,,unknown,,,,unknown,,,,
33827,LACMIP 41732,,,unknown,,,,unknown,,,,
33828,LACMIP 41733,,,unknown,,,,unknown,,,,
33829,LACMIP 41734,,,unknown,,,,unknown,,,,
33830,LACMIP 41735,,,unknown,,,,unknown,,,,
33831,LACMIP 41736,,,unknown,,,,unknown,,,,
33832,LACMIP 41737,,,unknown,,,,unknown,,,,
33833,LACMIP 41738,,,unknown,,,,unknown,,,,
33834,LACMIP 41739,,,unknown,,,,unknown,,,,
33835,LACMIP 41740,,,unknown,,,,unknown,,,,
33836,LACMIP 41741,,,unknown,,,,unknown,,,,
33837,LACMIP 41742,,,unknown,,,,unknown,,,,
33838,LACMIP 41743,,,unknown,,,,unknown,,,,
33839,LACMIP 41744,,,unknown,,,,unknown,,,,
33840,LACMIP 41745,,,unknown,,,,unknown,,,,
33841,LACMIP 41746,,,unknown,,,,unknown,,,,
33842,LACMIP 41747,,,unknown,,,,unknown,,,,
33843,LACMIP 41748,,,unknown,,,,unknown,,,,
33844,LACMIP 41749,,,unknown,,,,unknown,,,,
33845,LACMIP 41750,,,unknown,,,,unknown,,,,
33846,LACMIP 41751,,,unknown,,,,unknown,,,,
33847,LACMIP 41752,,,unknown,,,,unknown,,,,
33848,LACMIP 41753,,,unknown,,,,unknown,,,,
33849,LACMIP 41754,,,unknown,,,,unknown,,,,
33850,LACMIP 41755,,,unknown,,,,unknown,,,,
33851,LACMIP 41756,,,unknown,,,,unknown,,,,
33852,LACMIP 41757,,,unknown,,,,unknown,,,,
33853,LACMIP 41758,,,unknown,,,,unknown,,,,
33854,LACMIP 41759,,,unknown,,,,unknown,,,,
33855,LACMIP 41760,,,unknown,,,,unknown,,,,
33856,LACMIP 41761,,,unknown,,,,unknown,,,,
33857,LACMIP 41762,,,unknown,,,,unknown,,,,
33858,LACMIP 41763,,,unknown,,,,unknown,,,,
33859,LACMIP 41764,,,unknown,,,,unknown,,,,
33860,LACMIP 41765,,,unknown,,,,unknown,,,,
33861,LACMIP 41766,,,unknown,,,,unknown,,,,
33862,LACMIP 41767,,,unknown,,,,unknown,,,,
33863,LACMIP 41769,,,unknown,,,,unknown,,,,
33864,LACMIP 41770,,,unknown,,,,unknown,,,,
33865,LACMIP 41771,,,unknown,,,,unknown,,,,
33866,LACMIP 41772,,,unknown,,,,unknown,,,,
33867,LACMIP 41773,,,unknown,,,,unknown,,,,
33868,LACMIP 41774,,,unknown,,,,unknown,,,,
33869,LACMIP 41775,,,unknown,,,,unknown,,,,
33870,LACMIP 41776,,,unknown,,,,unknown,,,,
33871,LACMIP 41777,,,unknown,,,,unknown,,,,
33872,LACMIP 41778,,,unknown,,,,unknown,,,,
33873,LACMIP 41779,,,unknown,,,,unknown,,,,
33874,LACMIP 41780,,,unknown,,,,unknown,,,,
33875,LACMIP 41781,,,unknown,,,,unknown,,,,
33876,LACMIP 41782,,,unknown,,,,unknown,,,,
33877,LACMIP 41783,,,unknown,,,,unknown,,,,
33878,LACMIP 41784,,,unknown,,,,unknown,,,,
33879,LACMIP 41785,,,unknown,,,,unknown,,,,
33880,LACMIP 41786,,,unknown,,,,unknown,,,,
33881,LACMIP 41788,,,unknown,,,,unknown,,,,
33882,LACMIP 41789,,,unknown,,,,unknown,,,,
33883,LACMIP 41790,,,unknown,,,,unknown,,,,
33884,LACMIP 41791,,,unknown,,,,unknown,,,,
33885,LACMIP 41792,,,unknown,,,,unknown,,,,
33886,LACMIP 41793,,,unknown,,,,unknown,,,,
33887,LACMIP 41795,,,unknown,,,,unknown,,,,
33888,LACMIP 41796,,,unknown,,,,unknown,,,,
33889,LACMIP 41797,,,unknown,,,,unknown,,,,
33890,LACMIP 41798,,,unknown,,,,unknown,,,,
33891,LACMIP 41799,,,unknown,,,,unknown,,,,
33892,LACMIP 41800,,,unknown,,,,unknown,,,,
33893,LACMIP 41801,,,unknown,,,,unknown,,,,
33894,LACMIP 41802,,,unknown,,,,unknown,,,,
33895,LACMIP 41803,,,unknown,,,,unknown,,,,
33896,LACMIP 41804,,,unknown,,,,unknown,,,,
33897,LACMIP 41805,,,unknown,,,,unknown,,,,
33898,LACMIP 41806,,,unknown,,,,unknown,,,,
33899,LACMIP 41807,,,unknown,,,,unknown,,,,
33900,LACMIP 41808,,,unknown,,,,unknown,,,,
33901,LACMIP 41809,,,unknown,,,,unknown,,,,
33902,LACMIP 41810,,,unknown,,,,unknown,,,,
33903,LACMIP 41811,,,unknown,,,,unknown,,,,
33904,LACMIP 41812,,,unknown,,,,unknown,,,,
33905,LACMIP 41813,,,unknown,,,,unknown,,,,
33906,LACMIP 41814,,,unknown,,,,unknown,,,,
33907,LACMIP 41815,,,unknown,,,,unknown,,,,
33908,LACMIP 41816,,,unknown,,,,unknown,,,,
33909,LACMIP 41817,,,unknown,,,,unknown,,,,
33910,LACMIP 41818,,,unknown,,,,unknown,,,,
33911,LACMIP 41819,,,unknown,,,,unknown,,,,
33912,LACMIP 41820,,,unknown,,,,unknown,,,,
33913,LACMIP 41821,,,unknown,,,,unknown,,,,
33914,LACMIP 41822,,,unknown,,,,unknown,,,,
33915,LACMIP 41823,,,unknown,,,,unknown,,,,
33916,LACMIP 41824,,,unknown,,,,unknown,,,,
33917,LACMIP 41825,,,unknown,,,,unknown,,,,
33918,LACMIP 41826,,,unknown,,,,unknown,,,,
33919,LACMIP 41827,,,unknown,,,,unknown,,,,
33920,LACMIP 41828,,,unknown,,,,unknown,,,,
33921,LACMIP 41829,,,unknown,,,,unknown,,,,
33922,LACMIP 41830,,,unknown,,,,unknown,,,,
33923,LACMIP 41831,,,unknown,,,,unknown,,,,
33924,LACMIP 41832,,,unknown,,,,unknown,,,,
33925,LACMIP 41833,,,unknown,,,,unknown,,,,
33926,LACMIP 41834,,,unknown,,,,unknown,,,,
33927,LACMIP 41835,,,unknown,,,,unknown,,,,
33928,LACMIP 41836,,,unknown,,,,unknown,,,,
33929,LACMIP 41837,,,unknown,,,,unknown,,,,
33930,LACMIP 41838,,,unknown,,,,unknown,,,,
33931,LACMIP 41839,,,unknown,,,,unknown,,,,
33932,LACMIP 41840,,,unknown,,,,unknown,,,,
33933,LACMIP 41841,,,unknown,,,,unknown,,,,
33934,LACMIP 41842,,,unknown,,,,unknown,,,,
33935,LACMIP 41843,,,unknown,,,,unknown,,,,
33936,LACMIP 41844,,,unknown,,,,unknown,,,,
33937,LACMIP 41845,,,unknown,,,,unknown,,,,
33938,LACMIP 41846,,,unknown,,,,unknown,,,,
33939,LACMIP 41847,,,unknown,,,,unknown,,,,
33940,LACMIP 41848,,,unknown,,,,unknown,,,,
33941,LACMIP 41849,,,unknown,,,,unknown,,,,
33942,LACMIP 41850,,,unknown,,,,unknown,,,,
33943,LACMIP 41851,,,unknown,,,,unknown,,,,
33944,LACMIP 41852,,,unknown,,,,unknown,,,,
33945,LACMIP 41853,,,unknown,,,,unknown,,,,
33946,LACMIP 41854,,,unknown,,,,unknown,,,,
33947,LACMIP 41855,,,unknown,,,,unknown,,,,
33948,LACMIP 41856,,,unknown,,,,unknown,,,,
33949,LACMIP 41857,,,unknown,,,,unknown,,,,
33950,LACMIP 41858,,,unknown,,,,unknown,,,,
33951,LACMIP 41859,,,unknown,,,,unknown,,,,
33952,LACMIP 41860,,,unknown,,,,unknown,,,,
33953,LACMIP 41861,,,unknown,,,,unknown,,,,
33954,LACMIP 41862,,,unknown,,,,unknown,,,,
33955,LACMIP 41863,,,unknown,,,,unknown,,,,
33956,LACMIP 41864,,,unknown,,,,unknown,,,,
33957,LACMIP 41865,,,unknown,,,,unknown,,,,
